ISBSG Project ID;Data Quality Rating;UFP rating;Year of Project;Industry Sector;Organisation Type;Application Group;Application Type;Development Type;Development Platform;Language Type;Primary Programming Language;Count Approach;Functional Size;Relative Size;Adjusted Function Points;Value Adjustment Factor;Normalised Work Effort Level 1;Normalised Work Effort;Summary Work Effort;Normalised Level 1 PDR (ufp);Normalised PDR (ufp);Pre 2002 PDR (afp);Defect Density;Speed of Delivery;Manpower Delivery Rate;Project Elapsed Time;Project Inactive Time;Implementation Date;Project Activity Scope;Effort Plan;Effort Specify;Effort Design;Effort Build;Effort Test;Effort Implement;Effort Unrecorded;Minor Defects;Major Defects;Extreme Defects;Total Defects Delivered;Business Area Type;Software Process CMM;Software Process CMMI;Software Process SPICE;Software Process ISO;Software Process TICKIT;Software Process Other;Package Customisation;Degree of Customisation;Architecture;Client Server?;Client Roles;Server Roles;Type of Server;Client/Server Description;Web Development;Development Methodologies;Development Techniques;JAD Method Used;Prototyping Used;Planning Documents;Specification Documents;Specification Techniques;Design Documents;Design Techniques;Build Products;Build Activity;Test Documents;Test Activity;Implement Documents;Implement Activity;Functional Sizing Technique;FP Standard;FP Standards All;Reference Table Approach;1st Hardware;1st Language;1st Operating System;Integrated Development Environment;1st Debugging Tool;1st Data Base System;1st Component Server;1st Web Server;1st Message Server;1st Other Platform;2nd Hardware;2nd Language;2nd Operating System;2nd Data Base System;2nd Component Server;2nd Web Server;2nd Message Server;2nd Other Platform;CASE Tool Used;Used Methodology;How Methodology Acquired;User Base - Business Units;User Base - Locations;User Base - Distinct Users;User Base - Concurrent Users;Intended Market;Target Platform;Device Embedded;Recording Method;Resource Level;Team Size Group;Max Team Size;Average Team Size;Ratio of Project Work Effort to Non-Project Activity;Percentage of Uncollected Work Effort;Input count;Output count;Enquiry count;File count;Interface count;Added count;Changed count;Deleted count;COSMIC Entry;COSMIC Exit;COSMIC Read;COSMIC Write;Lines of Code;Lines of Code not Statements;Other Size Units
17080;B;;2007;Financial;"Financial (Banking, Insurance, Stock);";;;New Development;Multi;3GL;C++;LOC;;;;;115816;115816;115816;;;;;;;27,9;;;"Planning;Specification;Design;Build;Test;Implement;";2842;17984;14648;30832;30240;11692;7578;;;;;"Financial (Banking, Insurance, Stock);";;;;;;;;;Client server;Yes;;;;"Client-server Architecture;";;;;;;;;"Specification Review;";;"Unified Modelling Language (UML);Structured Design;Design Review/Inspection;";;;;;;;;;;;"Multi Platform;";"C++;";"UNIX Windows;";"UNIX Windows;";;"ORA;";;;;;;;;;;;;;Yes;Yes;"Developed In-house;";400;;;4000;"Customer, users, team in different orgs;";;;Staff hours (recorded);1;21-30;28;24;;;;;;;;;;;;;;;2.339.728;;
17085;B;A;1995;Government;;Business Application;"Management Information System;";New Development;MR;4GL;INGRES;IFPUG 4+;1956;6. L;2054;1,05;13083;13083;9289;6,7;6,7;4,5;;;;;;;;;;;7575;1519;195;0;;;;;"Government;";;;;;;;No;;Stand alone;;;;;;;;"Process Modelling;";;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4;"IFPUG 4;";"Counted each table as a logical file;";"HP 9000;";"INGRES;";"HP-UX;";;;"INGRES;";;;;;;;;;;;;;Yes;Yes;"Combined Developed/Purchased;";1;4;;4;"In-house for external business unit;";;;Staff hours (recorded);1;;;;;;505;971;290;190;0;1956;;;;;;;;;
17087;B;;1999;Electronics & Computers;"Engineering;Research & Development;Software Development;Client/Server architecture for Language Services;";Business Application;"Management Information System;Linguistic Software;";New Development;PC;;;COSMIC;115;4. M1;115;;;473;383;;4,1;3,3;;47,9;;2,4;0,2;abr-99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;COSMIC-FFP;"COSMIC-FFP;";;"Pentium II based processors;PowerPC(G3);";;"Windows NT, W2K;MacOS9;";;;"Oracle;";;;;"Language given as: English, French for WinNT, & French for MacOS9;";;;;;;;;;;;;;;;;;;;Staff hours (recorded);4;;;;;Less than 5% of recorded effort;;;;;;115;;;38;53;11;13;520;;
17096;B;C;2004;Financial;"Financial, Property & Business Services;";Business Application;"Financial transaction process/accounting;Client Server;";Enhancement;Multi;4GL;;IFPUG 4+;;1. XXS;9;;161;161;161;;;17,9;;;;4,4;0;15-ene-04;;;;;;;;161;;;;;;;;;;;;;;Client server;Yes;;;;"Client Server;";;;;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;"Client/server;";"4GL;";;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
17097;B;B;2009;Manufacturing;"Manufacturing;";Business Application;"Sales statistics;";Enhancement;Multi;3GL;PL/I;IFPUG 4+;12;2. XS;12;;;378;348;;31,5;29;0;4;;3;;24-jun-09;"Specification;Design;Build;Test;Implement;";;;;;;;;;;;0;"Sale;";;;;;;;;;Client server;Yes;;;"Client server;";;;;;;;"Budget;Project Schedule;Proposal/Tender;";"Functional Specification;Requirements Specification;Use Case Model;External/System Interface Specifications;";;;;"Source Code/Objects;Database Objects;";"Unit Testing;Software Integration;";"Test Plans/Designs;Incident/Defect Lists;Test Data;";;;;"Wholly manual;";Addendum to existing standards;"IFPUG 4.1;Addendum to existing standards;";;;"PL/I;";"UNIX;";;;"Oracle;";;;;;;;;;;;;;Yes;Yes;"Developed In-house;";;;;;"Purchased;";;;Staff hours (recorded);3;;;;;;;;;;;;;;;;;;;;
17104;A;B;2008;Electronics & Computers;"Computers & Software;";;;New Development;MF;3GL;PL/I;IFPUG 4+;12;2. XS;14;1,14;456;456;456;38;38;32,6;0;3;0,6;4;;12-oct-08;;22;8;119;177;56;74;0;;;;0;;;;;;;;;;Stand alone;;;;;;;;;;;;;;;;;"Unit Testing;";;;;;;IFPUG 4.2;"IFPUG 4.2;";;"IBM Mainframe;";"PL/1;";"MVS;";;;"DB2;";;;;;;;;;;;;;;;;;;3;;;;;Staff hours (recorded);1;05-ago;5;;;;;;;;;;;;;;;;;;
17107;B;C;2006;;;Business Application;"Financial transaction process/accounting;";Enhancement;Multi;4GL;.Net;IFPUG 4+;;3. S;99;;693;693;693;;;7;;;;1,8;;2006;;;;;;;;693;;;;;;;;;;;;;;;;;;;;Web;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;".Net;";;;;"Interactive;";;;;"Web e-bus;";;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
17108;B;B;2009;Manufacturing;"Manufacturing;";Business Application;"Sales calculation (DRP);";Enhancement;MF;3GL;COBOL;IFPUG 4+;95;3. S;95;;;1078;992;;11,3;10,4;0;13,6;;7;;12-jun-09;"Specification;Design;Build;Test;Implement;";;;;;;;;;;;0;"Outbound Logistics;";;;;;;;;;Stand alone;No;;;"Mainframe;";;;;;;;"Budget;Project Schedule;Proposal/Tender;";"Functional Specification;Requirements Specification;Use Case Model;External/System Interface Specifications;";;;;"Source Code/Objects;Database Objects;";"Unit Testing;Software Integration;";"Test Plans/Designs;Incident/Defect Lists;Test Data;";;;;"Wholly manual;";Addendum to existing standards;"IFPUG 4.1;Addendum to existing standards;";;;"COBOL;";"MVS;";;;"Files;";;;;;;;;;;;;;;Yes;"Developed In-house;";;;;;"Customer & team 1 org, users in another;Purchased;";;;Staff hours (recorded);3;;;;;;;;;;;;;;;;;;;;
17127;B;A;2001;Financial;"Financial, Property & Business Services;";Business Application;"Financial transaction process/accounting;";Enhancement;MF;4GL;PowerBuilder;IFPUG 4+;67;3. S;83;1,24;704;704;704;10,5;10,5;8,5;;;;;;oct-01;;;;;;;;704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IFPUG 4.1;"IFPUG 4.1;";;;"PowerBuilder;C++;SQL;Shell;AWK;";"UNIX;";;;"Interactive;";;;;;;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
17128;B;A;2004;;;;;Enhancement;;3GL;HTML;IFPUG 4+;6;1. XXS;6;1,05;41;41;41;6,8;6,8;6,8;;14;;0,43;0;;;;;;;;;41;;;;;;;;;;;;;;;;;;;;Web;;;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"HTML;UNIX Shell;";;;;;;;;"Web;";;;;;;;;;;;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
17133;A;A;2007;Government;"Government;";Business Application;"Management of Licences and Permits;";Enhancement;Multi;3GL;Java;IFPUG 4+;102;4. M1;122;1,2;2066;2066;1880;20,3;20,3;15,4;0;9,7;;10,5;;nov-07;;;116;133;779;636;216;0;0;0;0;0;;;;;;;;;;Multi-tier;;;;;;;;;;;"Yes - inhouse;";"Yes - inhouse;";;"Yes - inhouse;";;"Yes - inhouse;";;"Yes - inhouse;";;"Yes - inhouse;";;;IFPUG 4.2;"IFPUG 4.2;";;;"Java;";;;;;;;;;;;;;;;;;;Yes;;;;;;;Multi Platform;;Staff hours (recorded);1;;;;;;62;36;4;0;0;36;66;0;;;;;;;
17134;B;C;1993;Communication;"Communications;";;"Knowledge Based;";Enhancement;;;;IFPUG old;;6. L;1217;;;1217;1217;;;1;;;;12;;dic-93;"Planning;Specification;Build;Test;Implement;";;;;;;;;;;;;;;;;;;;No;;;Don't Know;;;;;;;;;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 3;"IFPUG 3;";"Combined all tables into a single file;";;;;;Don't Know;;;;;;;;;;;;;;Don't Know;Yes;"Developed In-house;";;;;;"In-house for internal business unit;";;;Staff hours (derived);2;;;;;;;;;;;;;;;;;;;;
17138;B;C;2006;;;Business Application;"Financial transaction process/accounting;";Enhancement;Multi;3GL;Java;IFPUG 4+;;3. S;76;;357;357;357;;;4,7;;;;3,6;;2006;;;;;;;;357;;;;;;;;;;;;;;;;;;;;Web;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"Java / similar;";;;;"Interactive;";;;;"Web e-bus;";;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
17143;B;;2000;Defence;;Real-Time Application;"Simulator;";New Development;PC;3GL;C++;COSMIC;332;5. M2;332;;;14186;14186;;42,7;42,7;;22,1;;15;0;feb-00;"Planning;Specification;Build;Test;Implement;";;;;;;;;;;;;"Defence;";;;;;;;;;Stand alone;;;;;;;;;;;;;;;;;;;;;;"COSMIC FFP v.2;";CFFP v2;"COSMIC FFP v.2;";;"PC PENTIUM;";"C++;";"NT 4.0;";;;;;;;;;;;;;;;;;;;;;;;;;;Staff hours (recorded);2;;;;;;;;;;;;;;;;;;;;
17144;B;C;1999;Banking;"Banking;";;;Enhancement;MR;3GL;;FiSMA;;4. M1;277;;1987;1987;1411;;;5,1;;;;9;0;15-nov-99;"Design;Build;Test;Implement;";;;150;1166;40;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Automated by a tool;";FiSMA;"FiSMA;";;"Midrange;";"3GL;";;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
17147;B;C;2000;Communication;"Communications;";;;Enhancement;MR;ApG;TELON;FiSMA;;3. S;70;;508;508;457;;;6,5;;;;21;16;01-ago-00;"Specification;Design;Build;Test;Implement;";;137;40;195;45;40;0;;;;;;;;;;;;;;;;;;;;;;;;;;;"Reviews;System testing;";;"Test planning;";;"Walkthroughs;";;"Development model;";;;"Automated by a tool;";FiSMA;"FiSMA;";;"Midrange;";"TELON;";;;;;;;;;;;;;;;;;Yes;Yes;;;;1;;"Outsourced for internal business unit;";;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
17150;B;A;2002;Insurance;"Insurance;";Business Application;"Financial transaction process/accounting;";Enhancement;Multi;4GL;Visual Basic;IFPUG 4+;228;4. M1;228;;1465;1465;1362;6,4;6,4;6;;76;19;3;0;31-dic-02;"Planning;Specification;Build;Test;";;;;;;;1362;;;;;"Don't Know;";;;;;;;No;;Multi-tier / Client server;Yes;;;;"C/S;";;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;Addendum to existing standards;"Addendum to existing standards;";"Don't Know;";"PC;";"Visual Basic Ver.5.0;";"Windows 95;";;;No;;;;;;;;;;;;;No;Don't Know;;;;;;;;;Staff hours (recorded);1;03-abr;4;;100%;under 5%;57;69;88;14;0;0;219;9;;;;;;;
17156;B;C;2001;Electronics & Computers;"Computers and IT business;";;;New Development;Multi;4GL;Lotus Notes;FiSMA;;5. M2;489;;5964;5964;5964;;;12,2;;;;14;;17-dic-01;;;;;;;;5964;;;;;;;;;;;;;;;;;;;;;;"Object Oriented;";;;;;;;;;;;;;;"Automated by a tool;";FiSMA;"FiSMA;";;"Multi Platform;";"LOTUS NOTES;";;;;;;;;;;;;;;;;;;Yes;;;;>50;;"Outsourced for internal business unit;";;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
17160;B;B;1999;;;Business Application;"Management Information System;";Enhancement;MF;;;IFPUG 4+;241;4. M1;241;;;5134;3440;;21,3;14,3;;;;;;;"Planning;Test;Implement;";;;;;;;;;;;;;;;;;;;No;;Stand alone;No;;;;;;;;;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4;"IFPUG 4;";;"IBM MAINFRAME;";;"MVS;";;Don't Know;"DB2;";;;;;;;;;;;;;;Yes;"Developed In-house;";;;;;;;;Staff hours (recorded);4;2;2;;;;;;;;;;;;;;;;;;
17161;A;A;2008;Service Industry;"Government;Community Services;";Business Application;"Financial transaction process/accounting;";Enhancement;Multi;3GL;PL/I;IFPUG 4+;212;4. M1;212;1;2966;2966;2966;14;14;14;28,3;19,3;1,9;11;0;24-nov-08;"Planning;Specification;Design;Build;Test;Implement;Proj Management;";;;;;;;2966;;;;6;;Software-CMM Level 2;;;;;;;;Client server;Yes;"Business logic or rule processing;Data entry & validation;Data retrieval & presentation;";"Database server;Security/authentication;";;;;;;;;"Budget;Project Schedule;Quality Plan;Resource Plan;Risk Analysis;";"Requirements Specification;Functional Specification;User Manual;Logical Data/ER Model;";;"System Architecture Spec;Technical Specification;Database/Data File Design;Software Interface Designs;";;"Source Code/Objects;Database Objects;Graphics Items/Images;Information/Text Content;Unit Test Plans/Designs;";"Unit Testing;Code Review/Inspection;";"Test Plans/Designs;Test Scripts/Harnesses;Test Data;Incident/Defect Lists;";;"Installation Procedures;Release Description/Notes;Incident/Defect Lists;End user Manual or Help;Operation/Admin. Manual;";;"Manual supported by a tool;";IFPUG 4.2;"IFPUG 4.2;";;;"PL/I;A:G;";"Z/OS;";;;"DB2;";;;;;;"C#;";"Windows;.NET;";;;;;;No;Yes;"Combined Developed/Purchased;";;;;;"Customer & users 1 org, team in another;";;;Recorded work on project tasks each day;1;sep-14;10;;;;110;26;48;28;0;22;190;0;;;;;;;
17166;A;A;2008;Electronics & Computers;"Computers & Software;";;;Enhancement;MR;4GL;ABAP;IFPUG 4+;59;3. S;57;0,97;714;714;714;12,1;12,1;12,5;0;9,8;1,1;6;0;19-jun-08;;0;48;79;412;132;44;-1;;;;0;;;;;;;;;;Client server;Yes;;;;;;"Waterfall (includes Linear Processing);";;;;;;;;;;"Unit Testing;";;"Integration Testing;";;;;IFPUG 4.2;"IFPUG 4.2;";;"Unix Server;";"ABAP;";"Unix;";;;Yes;;;;;;;;;;;;;;;;;;5;;;;;Staff hours (recorded);1;sep-14;9;;;;;;;;;;;;;;;;;;
17173;B;;2005;Banking;"Banking;";Business Application;"Financial transaction process/accounting;";New Development;MF;3GL;COBOL;COSMIC;615;5. M2;615;;16801;16801;15289;27,3;27,3;24,9;;;;;;06-dic-05;;;10;3809;6088;1134;4248;0;;;;;;;CMMI Level-1,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Wholly manual;";COSMIC 3.0;"COSMIC 3.0;";;;"COBOL;";"Tandem/NSK;";;;;;;;;;;;;;;;;;;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
17184;A;A;2006;Government;"Government;";Business Application;"Management or performance reporting;";Enhancement;Multi;3GL;C#;IFPUG 4+;331;5. M2;331;1;3806;3806;3806;11,5;11,5;11,5;0;47,3;5,3;7;0;21-jul-06;"Planning;Specification;Design;Build;Test;Implement;";;;;;;;3806;0;0;0;0;;;;;;;;;;Client server;Yes;"Run a computer-human interface;Data entry & validation;Data retrieval & presentation;";"Database server;Security/authentication;";;;;;;;;"Project Schedule;Resource Plan;Software Development Plan;";"User Interface Prototype;Graphical Look & Feel;Logical Data/ER Model;";"Specification Review;";"User Interface Prototype;Graphical Look & Feel;Database/Data File Design;Detailed Design Documents;";"Design Review/Inspection;Useability Review/Testing;";"Source Code/Objects;Database Objects;Graphics Items/Images;Information/Text Content;";"Unit Testing;System Integration;";"Test Data;Incident/Defect Lists;";"Performance, Stress or Load Testing;";"Installation Procedures;Release Description/Notes;Installation Software Utility;Incident/Defect Lists;End user Manual or Help;";"Prepare for Delivery/Installation;Acceptance/Beta Testing;";"Manual supported by a tool;";IFPUG 4.2;"IFPUG 4.2;";;;"C#;";"Windows;";".NET;";"Visual studio;";"DB2;";;;;;;"PL/I;";"Z/OS;";;;;;;;Yes;"Combined Developed/Purchased;";;;;;"Customer & users 1 org, team in another;";;;Recorded work on project tasks each day;1;sep-14;9;;;;155;7;113;51;5;301;30;0;;;;;;;
17189;B;A;2001;Manufacturing;"Manufacturing;";;;Enhancement;MF;3GL;PL/I;IFPUG 4+;339;5. M2;397;1,17;8650;8650;8650;25,5;25,5;21,8;0;56,5;1,3;6;0;ago-01;"Planning;Specification;Build;Test;Implement;";127;476;;5319;;1147;1581;0;0;0;0;;Software-CMM Level 3;;;ISO 9000;;;;;;;;;;;;;;;;;;;;;;;;;;;;IFPUG 4.1;"IFPUG 4.1;";;"IBM Mainframe - All Types & IBM MF Compatibles;SUN;";"PL/I;JavaScript 19%;EZTRIEVE / EZTRIEVE PLUS 5%;Cross Systems Product (CSP) 5%;HTML 1%;Java 1%;";"MS Windows NT;MVS;UNIX Or Equivalent;";;"ABEND-AID;";"DB2;IMS;Oracle;";;;;"Screen Control - IMS DC, ROSCOE, TSO, CICS, MS Windows - All;";;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;41-50;43;;;;;;;;;;;;;;;;14.518;;
17205;B;;2006;;"Universal;";Business Application;"Financial transaction process/accounting;";New Development;PC;3GL;C#;LOC;;;;;2480;2480;2480;;;;;;;2,1;;;"Planning;Design;Build;Test;";56;;88;1496;768;;72;10;;;10;"Universal;";;;;;;;;;Client server;Yes;;;;"Browser-server Architecture;";;;;;;;;;;"Specification Review;Structured Design;";;;;;;;;;;;;"C#;";"Windows;";"VSTS2006;";;"SQL Server 2000;";;;;;;;;;;;;;;Yes;"Developed In-house;";;;;;;;;Staff hours (recorded);1;sep-14;10;8;;;;;;;;;;;;;;;126.900;;
17213;B;B;2004;;;Business Application;"Financial application area;";Enhancement;Multi;4GL;;IFPUG 4+;58;3. S;58;;539;539;539;9,3;9,3;9,3;;19,3;;3;;;;;;;;;;539;;;;;;;;;;;;;;Multi-tier / Client server;Yes;;;;"Client Server;";;;;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;"Client/server;";"4GL;";;;;"Interactive;";;;;"Average Complexity;";;;;;;;;;;Yes;"Traditional;";;;;;;;;Staff hours (derived);1;;;;;;;;;;;;;;;;;;;;
17216;B;;2009;Banking;"Banking;";Business Application;"Financial transaction process/accounting;";Enhancement;MF;4GL;AppBuilder;COSMIC;15;2. XS;15;;1022;1022;930;68,1;68,1;62;;7,1;;2,1;;;;;0;35;796;99;0;0;;;;;;;CMMI Level-1,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Wholly manual;";COSMIC 3.0;"COSMIC 3.0;";;;"AppBuilder;";"IBM/zOS;";;;;;;;;;;;;;;;;;;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
17217;B;A;2001;Manufacturing;"Manufacturing;";Business Application;"Trading? (procurement management);";Enhancement;Multi;4GL;Lotus Notes;IFPUG 4+;261;4. M1;261;;616;616;616;2,4;2,4;2,4;;76,8;;3,4;0;25-sep-01;"Planning;Specification;Build;Test;Implement;";;;;;;;616;;;;;"Don't Know;";;;;;;;No;;Multi-tier / Client server;Yes;;;;"C/S;";;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;Addendum to existing standards;"Addendum to existing standards;";"Don't Know;";"MR;";"Domino Script;";"AIX;";;;"Domino R5.05;";;;;;;;;;;;;;No;Don't Know;;;;;;;;;Staff hours (recorded);1;;;;100%;Unable to estimate;44;41;148;28;0;115;146;0;;;;;;;
17218;B;B;2010;Manufacturing;"Manufacturing;";Business Application;"Access Control;";New Development;MR;3GL;Java;IFPUG 4+;307;5. M2;307;;;9964;9167;;32,5;29,9;13;32;;9,6;;19-nov-10;"Specification;Design;Build;Test;Implement;";;;;;;;;;;;4;"Product, Process & Design;";;;;;;;No;;Client server;Yes;;;"Client server;";;;;;;;"Budget;Project Schedule;Proposal/Tender;";"Functional Specification;Requirements Specification;Use Case Model;External/System Interface Specifications;";;;;"Source Code/Objects;Database Objects;";"Unit Testing;Software Integration;";"Test Plans/Designs;Incident/Defect Lists;Test Data;";;;;"Wholly manual;";Addendum to existing standards;"IFPUG 4.1;Addendum to existing standards;";;;"JEE;";"Unix;";;;"Oracle;";;;;;;;;;;;;;Yes;Yes;"Developed In-house;";;;;;"In House;Medium relationship;";;;Staff hours (recorded);;;;;;;;;;;;;;;;;;;;;
17219;B;A;1998;;;;;New Development;;4GL;Visual C++;IFPUG 4+;165;4. M1;165;1;942;942;876;5,7;5,7;5,3;163,6;41,3;13,8;4;0;mar-98;"Planning;Specification;Build;Test;";20;20;;815;21;;0;;27;;27;;;;;;;;Don't Know;;;;;;;;;;;;;;;;;;;;;;;;"Wholly manual;";"CPM4.0;Addendum to existing standards;";"CPM4.0;Addendum to existing standards;";"Don't Know;";;"VC++;";;;;;;;;;;;;;;;;;Don't Know;Don't Know;;;;;;;;;Staff hours (recorded);1;03-abr;3;;;;;;;;;;;;;;;;7.000;;
17226;B;A;2000;Insurance;"Insurance;";Business Application;"Financial transaction process/accounting;";New Development;MF;3GL;COBOL;IFPUG 4+;242;4. M1;242;;7710;7710;7171;31,9;31,9;29,6;;80,7;;3;0;31-dic-00;"Planning;Specification;Build;Test;";;;;;;;7171;;;;;"Don't Know;";;;;;;;No;;;Don't Know;;;;;;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;Addendum to existing standards;"Addendum to existing standards;";"Don't Know;";"MF;";"COBOL;";"MVS;";;;"IMS/DB;";;;;;;;;;;;;;No;Don't Know;;;;;;;;;Staff hours (recorded);1;;;;100%;under 5%;16;94;0;35;97;242;;;;;;;;;
17227;B;B;2004;;;Business Application;"Financial application area;";Enhancement;Multi;3GL;Java;IFPUG 4+;127;4. M1;127;;953;953;953;7,5;7,5;7,5;23,6;21,9;;5,8;;prior to Feb-2004;;;;;;;;953;;;;3;;;;;;;;;;Multi-tier with web public interface;;;;;"Web;";Web;;;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;"Web;";"Java / J2EE;";;;;"Interactive;";;;;"Average Complexity;";;;;;;;;;;Yes;"Traditional;";;;;;;;;Staff hours (derived);1;;;;;;;;;;;;;;;;;;;;
17232;A;A;1991;Government;"Public Administration;";;;New Development;MF;3GL;COBOL;IFPUG old;1235;6. L;1186;0,96;;3711;3711;;3;3,1;;137,2;30,5;9;;abr-91;;;;;;;;;;;;;"Legal;";;;;;;;No;;Stand alone;;;;;;;;;;;;;;;;;;;;;;;"IFPUG 3;Addendum to existing standards;";"IFPUG 3;Addendum to existing standards;";;"HITACHI;";"ADS/O & COBOL;";"MVS;";;;"IDMS;";;;;"CICS TP Monitor;";;;;;;;;;;;;;;;;;;;Staff hours (recorded);3;03-abr;4,5;;;Unable to estimate;422;306;109;168;230;1235;;;;;;;;;
17233;B;;2006;Government;"Government;";Business Application;"Document management;Financial transaction process/accounting;";Enhancement;Multi;3GL;COBOL;COSMIC;561;5. M2;561;;16268;16268;16268;29;29;29;;70,1;2,3;8;0;08-feb-06;"Planning;Specification;Design;Build;Test;Implement;";;;;;;;16268;;;;;;;;;;;;;;Client server;Yes;;;;;Web;;;Yes;;"Budget;Business Case;Project Schedule;Proposal/Tender;Resource Plan;Software Development Plan;";"System Concept Document;Requirements Specification;Functional Specification;System Analysis Report;User Manual;Logical Data/ER Model;Data Flow Model;External/System Interface Specifications;";"Joint Application Development (JAD);Specification Review;";"System Architecture Spec;User Interface Prototype;Graphical Look & Feel;Component Designs;Database/Data File Design;Detailed Design Documents;";"In house;";"Source Code/Objects;";"Unit Testing;Code Review/Inspection;";"Test Plans/Designs;Test Data;";"Create & Run Automated Testing;In house;";"Release Description/Notes;Incident/Defect Lists;Operation/Admin. Manual;End user Training Material;Data Establishment Process;In house;";"Prepare for Delivery/Installation;Acceptance/Beta Testing;Provide User Training;Provide User Support;";"Wholly manual;";COSMIC 2.2;"COSMIC 2.2;";;;"COBOL;";"Z-OS;";"TSO;";No;"IDMS-DB;";"IDMS-DC;";No;"In house;";;;"VB6;HTML;J Script;";"Windows Server 2000;";No;"Component;";"IIS;";No;;No;Yes;"Developed In-house;";;1;30;30;"Customer, users & team in same org;";;;Recorded total hours each day or week;1;21-30;30;;;;;;;;;175;386;0;96;231;189;45;;;
17234;B;B;2011;Manufacturing;"Manufacturing;";Business Application;"Factory Reporting;";Enhancement;PC;3GL;PHP;IFPUG 4+;112;4. M1;112;;;2680;2466;;23,9;22;17,9;11,9;;9,4;;12-ene-11;"Specification;Design;Build;Test;Implement;";;;;;;;;;;;2;"Manufacturing;";;;;;;;No;;Client server;Yes;;;"Client server;";;;;;;;"Budget;Project Schedule;Proposal/Tender;";"Functional Specification;Requirements Specification;Use Case Model;External/System Interface Specifications;";;;;"Source Code/Objects;Database Objects;";"Unit Testing;Software Integration;";"Test Plans/Designs;Incident/Defect Lists;Test Data;";;;;"Wholly manual;";Addendum to existing standards;"IFPUG 4.1;Addendum to existing standards;";;;"PHP;";"Linux;";;;"MySQL;";;;;;;;;;;;;;Yes;Yes;"Developed In-house;";;;;;"In House;";;;Staff hours (recorded);;;;;;;;;;;;;;;;;;;;;
17235;B;C;2006;;;Business Application;"Financial transaction process/accounting;";Enhancement;Multi;3GL;Java;IFPUG 4+;;3. S;30;;297;297;297;;;9,9;;;;1,6;;2006;;;;;;;;297;;;;;;;;;;;;;;;;;;;;Web;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"Java / similar;";;;;"Interactive;";;;;"Web e-bus;";;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
17239;A;A;1994;Wholesale & Retail;"Wholesale & Retail Trade;";Business Application;"Transaction/Production System;";New Development;MF;3GL;COBOL;IFPUG 4+;286;4. M1;300;1,05;1364;2039;2039;4,8;7,1;6,8;0;;;;;feb-94;;;;;;;;1364;0;0;0;0;;;;;;;;No;;Stand alone;;;;;;;"Multifunctional Teams;";"Data Modelling;Process Modelling;Prototyping;";;Yes;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4;"IFPUG 4;";"Counted each table as a logical file;";"IBM 3090;";"COBOL II;";"OS/MVS;";;"Xpediter;";"IMS;DB2;";;;;"TSO/ISPF;";;;;;;;;;Yes;Yes;"Combined Developed/Purchased;";<2;>5;;>5;"In-house for internal business unit;";;;Hours (Recorded) for staff   Hours (Derived) for manager;4;sep-14;9;;;;105;23;45;78;35;286;;;;;;;;;
